rgn_id,fao_id,scientificname,stockid,stocklong,commonname
55,27,Hoplostethus atlanticus,NA,NA,NA
141,27,Hoplostethus atlanticus,NA,NA,NA
143,27,Hoplostethus atlanticus,NA,NA,NA
145,27,Hoplostethus atlanticus,NA,NA,NA
179,27,Hoplostethus atlanticus,NA,NA,NA
180,27,Hoplostethus atlanticus,NA,NA,NA
181,27,Hoplostethus atlanticus,NA,NA,NA
182,27,Hoplostethus atlanticus,NA,NA,NA
183,27,Hoplostethus atlanticus,NA,NA,NA
223,27,Hoplostethus atlanticus,NA,NA,NA
227,27,Hoplostethus atlanticus,NA,NA,NA
262,27,Hoplostethus atlanticus,NA,NA,NA
101,47,Hoplostethus atlanticus,NA,NA,NA
102,47,Hoplostethus atlanticus,NA,NA,NA
199,47,Hoplostethus atlanticus,NA,NA,NA
200,47,Hoplostethus atlanticus,NA,NA,NA
267,47,Hoplostethus atlanticus,NA,NA,NA
92,51,Hoplostethus atlanticus,NA,NA,NA
102,51,Hoplostethus atlanticus,NA,NA,NA
16,57,Hoplostethus atlanticus,NA,NA,NA
270,57,Hoplostethus atlanticus,NA,NA,NA
20,61,Hoplostethus atlanticus,NA,NA,NA
255,61,Hoplostethus atlanticus,NA,NA,NA
3,81,Hoplostethus atlanticus,NA,NA,NA
5,81,Hoplostethus atlanticus,NA,NA,NA
16,81,Hoplostethus atlanticus,NA,NA,NA
155,81,Hoplostethus atlanticus,NA,NA,NA
162,81,Hoplostethus atlanticus,NA,NA,NA
276,81,Hoplostethus atlanticus,NA,NA,NA
172,87,Hoplostethus atlanticus,NA,NA,NA
102,NA,Hoplostethus atlanticus,NA,NA,NA
224,NA,Hoplostethus atlanticus,NA,NA,NA
163,61,Lepidopsetta bilineata,RSOLEGA,Rock sole Gulf of Alaska,Rock sole
73,27,Lepidopsetta bilineata,NA,NA,NA
223,27,Lepidopsetta bilineata,NA,NA,NA
258420,58,Lepidopsetta bilineata,NA,NA,NA
20,61,Lepidopsetta bilineata,NA,NA,NA
21,61,Lepidopsetta bilineata,NA,NA,NA
73,61,Lepidopsetta bilineata,NA,NA,NA
209,61,Lepidopsetta bilineata,NA,NA,NA
210,61,Lepidopsetta bilineata,NA,NA,NA
255,61,Lepidopsetta bilineata,NA,NA,NA
272,61,Lepidopsetta bilineata,NA,NA,NA
73,67,Lepidopsetta bilineata,NA,NA,NA
163,67,Lepidopsetta bilineata,NA,NA,NA
218,67,Lepidopsetta bilineata,NA,NA,NA
273,67,Lepidopsetta bilineata,NA,NA,NA
16,71,Lepidopsetta bilineata,NA,NA,NA
216,71,Lepidopsetta bilineata,NA,NA,NA
163,77,Lepidopsetta bilineata,NA,NA,NA
162,81,Lepidopsetta bilineata,NA,NA,NA
163,NA,Lepidopsetta bilineata,NA,NA,NA
210,NA,Lepidopsetta bilineata,NA,NA,NA
218,NA,Lepidopsetta bilineata,NA,NA,NA
163,21,Limanda ferruginea,YELLGB,Yellowtail flounder Georges Bank,Yellowtail flounder
218,21,Limanda ferruginea,NA,NA,NA
219,21,Limanda ferruginea,NA,NA,NA
261,21,Limanda ferruginea,NA,NA,NA
20,61,Limanda ferruginea,NA,NA,NA
73,61,Limanda ferruginea,NA,NA,NA
209,61,Limanda ferruginea,NA,NA,NA
210,61,Limanda ferruginea,NA,NA,NA
255,61,Limanda ferruginea,NA,NA,NA
163,67,Limanda ferruginea,NA,NA,NA
218,67,Limanda ferruginea,NA,NA,NA
163,NA,Limanda ferruginea,NA,NA,NA
218,NA,Limanda ferruginea,NA,NA,NA
163,31,Litopenaeus setiferus,WSHRIMPGM,White shrimp Gulf of Mexico,White shrimp
163,21,Litopenaeus setiferus,NA,NA,NA
218,21,Litopenaeus setiferus,NA,NA,NA
261,21,Litopenaeus setiferus,NA,NA,NA
145,27,Litopenaeus setiferus,NA,NA,NA
181,27,Litopenaeus setiferus,NA,NA,NA
183,27,Litopenaeus setiferus,NA,NA,NA
110,31,Litopenaeus setiferus,NA,NA,NA
135,31,Litopenaeus setiferus,NA,NA,NA
135,NA,Litopenaeus setiferus,NA,NA,NA
163,NA,Litopenaeus setiferus,NA,NA,NA
163,21,Lophius americanus,MONKGOMNGB,Monkfish Gulf of Maine / Northern Georges Bank,Monkfish
163,21,Lophius americanus,MONKSGBMATL,Monkfish Southern Georges Bank / Mid-Atlantic,Monkfish
218,21,Lophius americanus,NA,NA,NA
219,21,Lophius americanus,NA,NA,NA
261,21,Lophius americanus,NA,NA,NA
182,27,Lophius americanus,NA,NA,NA
62,34,Lophius americanus,NA,NA,NA
63,34,Lophius americanus,NA,NA,NA
64,34,Lophius americanus,NA,NA,NA
182,34,Lophius americanus,NA,NA,NA
255,34,Lophius americanus,NA,NA,NA
61,37,Lophius americanus,NA,NA,NA
67,37,Lophius americanus,NA,NA,NA
82,37,Lophius americanus,NA,NA,NA
182,37,Lophius americanus,NA,NA,NA
186,37,Lophius americanus,NA,NA,NA
101,47,Lophius americanus,NA,NA,NA
102,47,Lophius americanus,NA,NA,NA
200,47,Lophius americanus,NA,NA,NA
101,NA,Lophius americanus,NA,NA,NA
182,27,Lophius budegassa,ANGLVIIIc-IXa,Black bellied angler VIIIc-IXa,Black bellied angler
183,27,Lophius budegassa,ANGLVIIIc-IXa,Black bellied angler VIIIc-IXa,Black bellied angler
179,27,Lophius budegassa,NA,NA,NA
180,27,Lophius budegassa,NA,NA,NA
181,27,Lophius budegassa,NA,NA,NA
262,27,Lophius budegassa,NA,NA,NA
58,34,Lophius budegassa,NA,NA,NA
64,34,Lophius budegassa,NA,NA,NA
65,34,Lophius budegassa,NA,NA,NA
66,34,Lophius budegassa,NA,NA,NA
193,34,Lophius budegassa,NA,NA,NA
255,34,Lophius budegassa,NA,NA,NA
16,57,Lophius budegassa,NA,NA,NA
162,81,Lophius budegassa,NA,NA,NA
224,87,Macruronus magellanicus,PATGRENADIERCH,Patagonian grenadier Chile,Patagonian grenadier
95,41,Macruronus magellanicus,NA,NA,NA
172,41,Macruronus magellanicus,NA,NA,NA
224,41,Macruronus magellanicus,NA,NA,NA
266,41,Macruronus magellanicus,NA,NA,NA
73,61,Macruronus magellanicus,NA,NA,NA
163,67,Macruronus magellanicus,NA,NA,NA
218,67,Macruronus magellanicus,NA,NA,NA
135,77,Macruronus magellanicus,NA,NA,NA
163,77,Macruronus magellanicus,NA,NA,NA
172,87,Macruronus magellanicus,NA,NA,NA
172,NA,Macruronus magellanicus,NA,NA,NA
224,NA,Macruronus magellanicus,NA,NA,NA
16,57,Macruronus novaezelandiae,BGRDRNSWWA,Blue grenadier New South Wales to Western Australia,blue grenadier
179,27,Macruronus novaezelandiae,NA,NA,NA
180,27,Macruronus novaezelandiae,NA,NA,NA
182,27,Macruronus novaezelandiae,NA,NA,NA
163,31,Macruronus novaezelandiae,NA,NA,NA
64,34,Macruronus novaezelandiae,NA,NA,NA
193,34,Macruronus novaezelandiae,NA,NA,NA
194,34,Macruronus novaezelandiae,NA,NA,NA
61,37,Macruronus novaezelandiae,NA,NA,NA
76,37,Macruronus novaezelandiae,NA,NA,NA
179,37,Macruronus novaezelandiae,NA,NA,NA
182,37,Macruronus novaezelandiae,NA,NA,NA
184,37,Macruronus novaezelandiae,NA,NA,NA
171,41,Macruronus novaezelandiae,NA,NA,NA
20,61,Macruronus novaezelandiae,NA,NA,NA
210,61,Macruronus novaezelandiae,NA,NA,NA
162,81,Macruronus novaezelandiae,NA,NA,NA
276,81,Macruronus novaezelandiae,NA,NA,NA
218,21,Melanogrammus aeglefinus,HAD4X5Y,Haddock NAFO-4X5Y,Haddock
163,21,Melanogrammus aeglefinus,HADGB,Haddock Georges Bank,Haddock
73,18,Melanogrammus aeglefinus,NA,NA,NA
145,21,Melanogrammus aeglefinus,NA,NA,NA
219,21,Melanogrammus aeglefinus,NA,NA,NA
261,21,Melanogrammus aeglefinus,NA,NA,NA
55,27,Melanogrammus aeglefinus,NA,NA,NA
59,27,Melanogrammus aeglefinus,NA,NA,NA
69,27,Melanogrammus aeglefinus,NA,NA,NA
70,27,Melanogrammus aeglefinus,NA,NA,NA
73,27,Melanogrammus aeglefinus,NA,NA,NA
141,27,Melanogrammus aeglefinus,NA,NA,NA
143,27,Melanogrammus aeglefinus,NA,NA,NA
144,27,Melanogrammus aeglefinus,NA,NA,NA
145,27,Melanogrammus aeglefinus,NA,NA,NA
174,27,Melanogrammus aeglefinus,NA,NA,NA
175,27,Melanogrammus aeglefinus,NA,NA,NA
176,27,Melanogrammus aeglefinus,NA,NA,NA
177,27,Melanogrammus aeglefinus,NA,NA,NA
178,27,Melanogrammus aeglefinus,NA,NA,NA
179,27,Melanogrammus aeglefinus,NA,NA,NA
180,27,Melanogrammus aeglefinus,NA,NA,NA
181,27,Melanogrammus aeglefinus,NA,NA,NA
182,27,Melanogrammus aeglefinus,NA,NA,NA
183,27,Melanogrammus aeglefinus,NA,NA,NA
189,27,Melanogrammus aeglefinus,NA,NA,NA
222,27,Melanogrammus aeglefinus,NA,NA,NA
223,27,Melanogrammus aeglefinus,NA,NA,NA
227,27,Melanogrammus aeglefinus,NA,NA,NA
228,27,Melanogrammus aeglefinus,NA,NA,NA
262,27,Melanogrammus aeglefinus,NA,NA,NA
73,NA,Melanogrammus aeglefinus,NA,NA,NA
143,NA,Melanogrammus aeglefinus,NA,NA,NA
145,NA,Melanogrammus aeglefinus,NA,NA,NA
180,NA,Melanogrammus aeglefinus,NA,NA,NA
218,NA,Melanogrammus aeglefinus,NA,NA,NA
223,NA,Melanogrammus aeglefinus,NA,NA,NA
172,41,Merluccius australis,SOUTHHAKECH,Southern hake Chile,Southern hake
224,41,Merluccius australis,SOUTHHAKECH,Southern hake Chile,Southern hake
172,87,Merluccius australis,SOUTHHAKECH,Southern hake Chile,Southern hake
224,87,Merluccius australis,SOUTHHAKECH,Southern hake Chile,Southern hake
73,18,Merluccius australis,NA,NA,NA
218,18,Merluccius australis,NA,NA,NA
73,27,Merluccius australis,NA,NA,NA
63,34,Merluccius australis,NA,NA,NA
95,41,Merluccius australis,NA,NA,NA
173,41,Merluccius australis,NA,NA,NA
266,41,Merluccius australis,NA,NA,NA
20,61,Merluccius australis,NA,NA,NA
4,81,Merluccius australis,NA,NA,NA
162,81,Merluccius australis,NA,NA,NA
276,81,Merluccius australis,NA,NA,NA
172,NA,Merluccius australis,NA,NA,NA
224,NA,Merluccius australis,NA,NA,NA
171,41,Merluccius hubbsi,ARGHAKENARG,Argentine hake Northern Argentina,Argentine hake
172,41,Merluccius hubbsi,ARGHAKENARG,Argentine hake Northern Argentina,Argentine hake
173,41,Merluccius hubbsi,ARGHAKENARG,Argentine hake Northern Argentina,Argentine hake
172,41,Merluccius hubbsi,ARGHAKESARG,Argentine hake Southern Argentina,Argentine hake
73,18,Merluccius hubbsi,NA,NA,NA
163,18,Merluccius hubbsi,NA,NA,NA
218,18,Merluccius hubbsi,NA,NA,NA
73,27,Merluccius hubbsi,NA,NA,NA
223,27,Merluccius hubbsi,NA,NA,NA
95,41,Merluccius hubbsi,NA,NA,NA
224,41,Merluccius hubbsi,NA,NA,NA
266,41,Merluccius hubbsi,NA,NA,NA
73,61,Merluccius hubbsi,NA,NA,NA
162,81,Merluccius hubbsi,NA,NA,NA
138,87,Merluccius hubbsi,NA,NA,NA
224,87,Merluccius hubbsi,NA,NA,NA
277,87,Merluccius hubbsi,NA,NA,NA
172,NA,Merluccius hubbsi,NA,NA,NA
218,NA,Merluccius hubbsi,NA,NA,NA
172,41,Micromesistius australis,SBWHITCH,Southern blue whiting Chile,Southern blue whiting
224,41,Micromesistius australis,SBWHITCH,Southern blue whiting Chile,Southern blue whiting
172,87,Micromesistius australis,SBWHITCH,Southern blue whiting Chile,Southern blue whiting
224,87,Micromesistius australis,SBWHITCH,Southern blue whiting Chile,Southern blue whiting
73,18,Micromesistius australis,NA,NA,NA
163,18,Micromesistius australis,NA,NA,NA
218,18,Micromesistius australis,NA,NA,NA
145,21,Micromesistius australis,NA,NA,NA
73,27,Micromesistius australis,NA,NA,NA
223,27,Micromesistius australis,NA,NA,NA
95,41,Micromesistius australis,NA,NA,NA
266,41,Micromesistius australis,NA,NA,NA
248200,48,Micromesistius australis,NA,NA,NA
248300,48,Micromesistius australis,NA,NA,NA
20,61,Micromesistius australis,NA,NA,NA
73,61,Micromesistius australis,NA,NA,NA
4,81,Micromesistius australis,NA,NA,NA
162,81,Micromesistius australis,NA,NA,NA
276,81,Micromesistius australis,NA,NA,NA
172,NA,Micromesistius australis,NA,NA,NA
224,NA,Micromesistius australis,NA,NA,NA
16,57,Nemadactylus macropterus,MORWONGESE,Jackass morwong Eastern half of Southeast Australia,Jackass morwong
16,81,Nemadactylus macropterus,MORWONGESE,Jackass morwong Eastern half of Southeast Australia,Jackass morwong
16,57,Nemadactylus macropterus,MORWONGWSE,Jackass morwong Western half of Southeast Australia,Jackass morwong
143,27,Nemadactylus macropterus,NA,NA,NA
172,41,Nemadactylus macropterus,NA,NA,NA
5,81,Nemadactylus macropterus,NA,NA,NA
162,81,Nemadactylus macropterus,NA,NA,NA
276,81,Nemadactylus macropterus,NA,NA,NA
175,27,Pandalus borealis,PANDALIIIaW-IVaE,Northern shrimp IIIa (west) and IVa (east),Northern shrimp
180,27,Pandalus borealis,PANDALIIIaW-IVaE,Northern shrimp IIIa (west) and IVa (east),Northern shrimp
222,27,Pandalus borealis,PANDALIIIaW-IVaE,Northern shrimp IIIa (west) and IVa (east),Northern shrimp
223,27,Pandalus borealis,PANDALIIIaW-IVaE,Northern shrimp IIIa (west) and IVa (east),Northern shrimp
73,18,Pandalus borealis,NA,NA,NA
218,18,Pandalus borealis,NA,NA,NA
145,21,Pandalus borealis,NA,NA,NA
163,21,Pandalus borealis,NA,NA,NA
218,21,Pandalus borealis,NA,NA,NA
219,21,Pandalus borealis,NA,NA,NA
261,21,Pandalus borealis,NA,NA,NA
69,27,Pandalus borealis,NA,NA,NA
70,27,Pandalus borealis,NA,NA,NA
73,27,Pandalus borealis,NA,NA,NA
141,27,Pandalus borealis,NA,NA,NA
143,27,Pandalus borealis,NA,NA,NA
144,27,Pandalus borealis,NA,NA,NA
145,27,Pandalus borealis,NA,NA,NA
174,27,Pandalus borealis,NA,NA,NA
176,27,Pandalus borealis,NA,NA,NA
179,27,Pandalus borealis,NA,NA,NA
181,27,Pandalus borealis,NA,NA,NA
182,27,Pandalus borealis,NA,NA,NA
183,27,Pandalus borealis,NA,NA,NA
227,27,Pandalus borealis,NA,NA,NA
262,27,Pandalus borealis,NA,NA,NA
110,31,Pandalus borealis,NA,NA,NA
116,31,Pandalus borealis,NA,NA,NA
117,31,Pandalus borealis,NA,NA,NA
163,31,Pandalus borealis,NA,NA,NA
61,37,Pandalus borealis,NA,NA,NA
80,37,Pandalus borealis,NA,NA,NA
184,37,Pandalus borealis,NA,NA,NA
16,57,Pandalus borealis,NA,NA,NA
216,57,Pandalus borealis,NA,NA,NA
20,61,Pandalus borealis,NA,NA,NA
21,61,Pandalus borealis,NA,NA,NA
73,61,Pandalus borealis,NA,NA,NA
163,61,Pandalus borealis,NA,NA,NA
209,61,Pandalus borealis,NA,NA,NA
210,61,Pandalus borealis,NA,NA,NA
255,61,Pandalus borealis,NA,NA,NA
272,61,Pandalus borealis,NA,NA,NA
163,67,Pandalus borealis,NA,NA,NA
25,71,Pandalus borealis,NA,NA,NA
206,71,Pandalus borealis,NA,NA,NA
207,71,Pandalus borealis,NA,NA,NA
216,71,Pandalus borealis,NA,NA,NA
148,77,Pandalus borealis,NA,NA,NA
275,77,Pandalus borealis,NA,NA,NA
73,NA,Pandalus borealis,NA,NA,NA
143,NA,Pandalus borealis,NA,NA,NA
145,NA,Pandalus borealis,NA,NA,NA
20,61,Paralichthys olivaceus,OFLOUNECS,Japanese flounder East China Sea,Japanese flounder
209,61,Paralichthys olivaceus,OFLOUNECS,Japanese flounder East China Sea,Japanese flounder
210,61,Paralichthys olivaceus,OFLOUNECS,Japanese flounder East China Sea,Japanese flounder
210,61,Paralichthys olivaceus,OFLOUNNSJ,Japanese flounder Sea of Japan North,Japanese flounder
210,61,Paralichthys olivaceus,OFLOUNPAC,Japanese flounder Pacific Ocean,Japanese flounder
210,61,Paralichthys olivaceus,OFLOUNSETO,Japanese flounder Inland Sea of Japan,Japanese flounder
145,21,Paralichthys olivaceus,NA,NA,NA
218,21,Paralichthys olivaceus,NA,NA,NA
261,21,Paralichthys olivaceus,NA,NA,NA
55,27,Paralichthys olivaceus,NA,NA,NA
70,27,Paralichthys olivaceus,NA,NA,NA
143,27,Paralichthys olivaceus,NA,NA,NA
174,27,Paralichthys olivaceus,NA,NA,NA
175,27,Paralichthys olivaceus,NA,NA,NA
176,27,Paralichthys olivaceus,NA,NA,NA
177,27,Paralichthys olivaceus,NA,NA,NA
179,27,Paralichthys olivaceus,NA,NA,NA
180,27,Paralichthys olivaceus,NA,NA,NA
181,27,Paralichthys olivaceus,NA,NA,NA
182,27,Paralichthys olivaceus,NA,NA,NA
183,27,Paralichthys olivaceus,NA,NA,NA
222,27,Paralichthys olivaceus,NA,NA,NA
223,27,Paralichthys olivaceus,NA,NA,NA
228,27,Paralichthys olivaceus,NA,NA,NA
163,31,Paralichthys olivaceus,NA,NA,NA
64,34,Paralichthys olivaceus,NA,NA,NA
66,34,Paralichthys olivaceus,NA,NA,NA
196,34,Paralichthys olivaceus,NA,NA,NA
102,47,Paralichthys olivaceus,NA,NA,NA
216,57,Paralichthys olivaceus,NA,NA,NA
14,61,Paralichthys olivaceus,NA,NA,NA
21,61,Paralichthys olivaceus,NA,NA,NA
73,61,Paralichthys olivaceus,NA,NA,NA
163,61,Paralichthys olivaceus,NA,NA,NA
207,61,Paralichthys olivaceus,NA,NA,NA
255,61,Paralichthys olivaceus,NA,NA,NA
163,67,Paralichthys olivaceus,NA,NA,NA
218,67,Paralichthys olivaceus,NA,NA,NA
16,71,Paralichthys olivaceus,NA,NA,NA
216,71,Paralichthys olivaceus,NA,NA,NA
159,77,Paralichthys olivaceus,NA,NA,NA
163,77,Paralichthys olivaceus,NA,NA,NA
162,81,Paralichthys olivaceus,NA,NA,NA
210,NA,Paralichthys olivaceus,NA,NA,NA
218,NA,Paralichthys olivaceus,NA,NA,NA
224,87,Pleuroncodes monodon,RSQLOBSTERCSCH,Red squat lobster Central-Southern Chile,Red squat lobster
224,87,Pleuroncodes monodon,RSQLOBSTERNCH,Red squat lobster Northern Chile,Red squat lobster
73,27,Pleuroncodes monodon,NA,NA,NA
223,27,Pleuroncodes monodon,NA,NA,NA
73,61,Pleuroncodes monodon,NA,NA,NA
210,61,Pleuroncodes monodon,NA,NA,NA
255,61,Pleuroncodes monodon,NA,NA,NA
138,87,Pleuroncodes monodon,NA,NA,NA
224,NA,Pleuroncodes monodon,NA,NA,NA
14,61,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
73,61,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
163,61,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
207,61,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
210,61,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
73,67,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
163,67,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
218,67,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
8,71,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
9,71,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
11,71,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
15,71,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
206,71,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
207,71,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
129,77,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
135,77,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
136,77,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
150,77,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
159,77,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
163,77,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
130,87,Prionace glauca,BLSHARNPAC,Blue shark North Pacific,Blue shark
145,21,Prionace glauca,NA,NA,NA
163,21,Prionace glauca,NA,NA,NA
218,21,Prionace glauca,NA,NA,NA
261,21,Prionace glauca,NA,NA,NA
55,27,Prionace glauca,NA,NA,NA
57,27,Prionace glauca,NA,NA,NA
59,27,Prionace glauca,NA,NA,NA
69,27,Prionace glauca,NA,NA,NA
70,27,Prionace glauca,NA,NA,NA
73,27,Prionace glauca,NA,NA,NA
141,27,Prionace glauca,NA,NA,NA
143,27,Prionace glauca,NA,NA,NA
145,27,Prionace glauca,NA,NA,NA
174,27,Prionace glauca,NA,NA,NA
175,27,Prionace glauca,NA,NA,NA
176,27,Prionace glauca,NA,NA,NA
177,27,Prionace glauca,NA,NA,NA
178,27,Prionace glauca,NA,NA,NA
179,27,Prionace glauca,NA,NA,NA
180,27,Prionace glauca,NA,NA,NA
181,27,Prionace glauca,NA,NA,NA
182,27,Prionace glauca,NA,NA,NA
183,27,Prionace glauca,NA,NA,NA
189,27,Prionace glauca,NA,NA,NA
222,27,Prionace glauca,NA,NA,NA
223,27,Prionace glauca,NA,NA,NA
227,27,Prionace glauca,NA,NA,NA
228,27,Prionace glauca,NA,NA,NA
262,27,Prionace glauca,NA,NA,NA
110,31,Prionace glauca,NA,NA,NA
112,31,Prionace glauca,NA,NA,NA
115,31,Prionace glauca,NA,NA,NA
116,31,Prionace glauca,NA,NA,NA
117,31,Prionace glauca,NA,NA,NA
118,31,Prionace glauca,NA,NA,NA
125,31,Prionace glauca,NA,NA,NA
126,31,Prionace glauca,NA,NA,NA
129,31,Prionace glauca,NA,NA,NA
130,31,Prionace glauca,NA,NA,NA
132,31,Prionace glauca,NA,NA,NA
133,31,Prionace glauca,NA,NA,NA
135,31,Prionace glauca,NA,NA,NA
136,31,Prionace glauca,NA,NA,NA
139,31,Prionace glauca,NA,NA,NA
163,31,Prionace glauca,NA,NA,NA
164,31,Prionace glauca,NA,NA,NA
167,31,Prionace glauca,NA,NA,NA
168,31,Prionace glauca,NA,NA,NA
169,31,Prionace glauca,NA,NA,NA
171,31,Prionace glauca,NA,NA,NA
221,31,Prionace glauca,NA,NA,NA
244,31,Prionace glauca,NA,NA,NA
248,31,Prionace glauca,NA,NA,NA
250,31,Prionace glauca,NA,NA,NA
263,31,Prionace glauca,NA,NA,NA
55,34,Prionace glauca,NA,NA,NA
56,34,Prionace glauca,NA,NA,NA
57,34,Prionace glauca,NA,NA,NA
58,34,Prionace glauca,NA,NA,NA
62,34,Prionace glauca,NA,NA,NA
63,34,Prionace glauca,NA,NA,NA
64,34,Prionace glauca,NA,NA,NA
65,34,Prionace glauca,NA,NA,NA
66,34,Prionace glauca,NA,NA,NA
85,34,Prionace glauca,NA,NA,NA
96,34,Prionace glauca,NA,NA,NA
97,34,Prionace glauca,NA,NA,NA
98,34,Prionace glauca,NA,NA,NA
99,34,Prionace glauca,NA,NA,NA
100,34,Prionace glauca,NA,NA,NA
104,34,Prionace glauca,NA,NA,NA
106,34,Prionace glauca,NA,NA,NA
171,34,Prionace glauca,NA,NA,NA
182,34,Prionace glauca,NA,NA,NA
183,34,Prionace glauca,NA,NA,NA
193,34,Prionace glauca,NA,NA,NA
194,34,Prionace glauca,NA,NA,NA
195,34,Prionace glauca,NA,NA,NA
196,34,Prionace glauca,NA,NA,NA
199,34,Prionace glauca,NA,NA,NA
200,34,Prionace glauca,NA,NA,NA
255,34,Prionace glauca,NA,NA,NA
264,34,Prionace glauca,NA,NA,NA
60,37,Prionace glauca,NA,NA,NA
61,37,Prionace glauca,NA,NA,NA
62,37,Prionace glauca,NA,NA,NA
67,37,Prionace glauca,NA,NA,NA
68,37,Prionace glauca,NA,NA,NA
71,37,Prionace glauca,NA,NA,NA
76,37,Prionace glauca,NA,NA,NA
77,37,Prionace glauca,NA,NA,NA
78,37,Prionace glauca,NA,NA,NA
79,37,Prionace glauca,NA,NA,NA
80,37,Prionace glauca,NA,NA,NA
81,37,Prionace glauca,NA,NA,NA
82,37,Prionace glauca,NA,NA,NA
84,37,Prionace glauca,NA,NA,NA
179,37,Prionace glauca,NA,NA,NA
182,37,Prionace glauca,NA,NA,NA
184,37,Prionace glauca,NA,NA,NA
185,37,Prionace glauca,NA,NA,NA
186,37,Prionace glauca,NA,NA,NA
187,37,Prionace glauca,NA,NA,NA
188,37,Prionace glauca,NA,NA,NA
214,37,Prionace glauca,NA,NA,NA
232,37,Prionace glauca,NA,NA,NA
95,41,Prionace glauca,NA,NA,NA
169,41,Prionace glauca,NA,NA,NA
171,41,Prionace glauca,NA,NA,NA
172,41,Prionace glauca,NA,NA,NA
173,41,Prionace glauca,NA,NA,NA
266,41,Prionace glauca,NA,NA,NA
85,47,Prionace glauca,NA,NA,NA
86,47,Prionace glauca,NA,NA,NA
88,47,Prionace glauca,NA,NA,NA
101,47,Prionace glauca,NA,NA,NA
102,47,Prionace glauca,NA,NA,NA
199,47,Prionace glauca,NA,NA,NA
200,47,Prionace glauca,NA,NA,NA
267,47,Prionace glauca,NA,NA,NA
28,51,Prionace glauca,NA,NA,NA
29,51,Prionace glauca,NA,NA,NA
30,51,Prionace glauca,NA,NA,NA
31,51,Prionace glauca,NA,NA,NA
32,51,Prionace glauca,NA,NA,NA
33,51,Prionace glauca,NA,NA,NA
34,51,Prionace glauca,NA,NA,NA
35,51,Prionace glauca,NA,NA,NA
36,51,Prionace glauca,NA,NA,NA
37,51,Prionace glauca,NA,NA,NA
38,51,Prionace glauca,NA,NA,NA
39,51,Prionace glauca,NA,NA,NA
41,51,Prionace glauca,NA,NA,NA
42,51,Prionace glauca,NA,NA,NA
43,51,Prionace glauca,NA,NA,NA
44,51,Prionace glauca,NA,NA,NA
45,51,Prionace glauca,NA,NA,NA
46,51,Prionace glauca,NA,NA,NA
47,51,Prionace glauca,NA,NA,NA
48,51,Prionace glauca,NA,NA,NA
49,51,Prionace glauca,NA,NA,NA
50,51,Prionace glauca,NA,NA,NA
51,51,Prionace glauca,NA,NA,NA
52,51,Prionace glauca,NA,NA,NA
53,51,Prionace glauca,NA,NA,NA
54,51,Prionace glauca,NA,NA,NA
79,51,Prionace glauca,NA,NA,NA
90,51,Prionace glauca,NA,NA,NA
92,51,Prionace glauca,NA,NA,NA
102,51,Prionace glauca,NA,NA,NA
190,51,Prionace glauca,NA,NA,NA
191,51,Prionace glauca,NA,NA,NA
192,51,Prionace glauca,NA,NA,NA
202,51,Prionace glauca,NA,NA,NA
203,51,Prionace glauca,NA,NA,NA
214,51,Prionace glauca,NA,NA,NA
215,51,Prionace glauca,NA,NA,NA
255,51,Prionace glauca,NA,NA,NA
269,51,Prionace glauca,NA,NA,NA
1,57,Prionace glauca,NA,NA,NA
2,57,Prionace glauca,NA,NA,NA
16,57,Prionace glauca,NA,NA,NA
25,57,Prionace glauca,NA,NA,NA
26,57,Prionace glauca,NA,NA,NA
40,57,Prionace glauca,NA,NA,NA
203,57,Prionace glauca,NA,NA,NA
204,57,Prionace glauca,NA,NA,NA
205,57,Prionace glauca,NA,NA,NA
206,57,Prionace glauca,NA,NA,NA
216,57,Prionace glauca,NA,NA,NA
231,57,Prionace glauca,NA,NA,NA
237,57,Prionace glauca,NA,NA,NA
255,57,Prionace glauca,NA,NA,NA
270,57,Prionace glauca,NA,NA,NA
20,61,Prionace glauca,NA,NA,NA
21,61,Prionace glauca,NA,NA,NA
